	st_name	st_date	st_place	st_knownfor	st_awards_wins	st_awards_nominations	st_link	st_awards_link
527	" Vin Diesel
"	1967-7-18	Alameda County, California, USA	['Guardians of the Galaxy', 'The Fast and the Furious', 'Furious 7', 'xXx']	8	33	https://www.imdb.com/name/nm0004874/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0004874/awards?ref_=nm_ql_2
528	" Sandra Bullock
"	1964-7-26	Arlington, Virginia, USA	['The Proposal', 'Miss Congeniality', 'Gravity', 'Speed']	76	112	https://www.imdb.com/name/nm0000113/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000113/awards?ref_=nm_ql_2
529	" Matthew McConaughey
"	1969-11-4	Uvalde, Texas, USA	['Dallas Buyers Club', 'Magic Mike', 'Killer Joe', 'Mud']	48	79	https://www.imdb.com/name/nm0000190/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000190/awards?ref_=nm_ql_2
530	" Jennifer Lawrence
(III)
"	1990-8-15	Louisville, Kentucky, USA	['The Hunger Games', 'Silver Linings Playbook', 'American Hustle', 'X: First Class']	118	177	https://www.imdb.com/name/nm2225369/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2225369/awards?ref_=nm_ql_2
531	" Ian McKellen
"	1939-5-25	Burnley, Lancashire, England, UK	['The Lord of the Rings: The Fellowship of the Ring', 'The Lord of the Rings: The Return of the King', 'Gods and Monsters', 'The Lord of the Rings: The Two Towers']	50	58	https://www.imdb.com/name/nm0005212/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005212/awards?ref_=nm_ql_2
532	" Jeremy Renner
"	1971-1-7	Modesto, California, USA	['The Hurt Locker', 'The Town', 'The Avengers', 'Wind River']	34	59	https://www.imdb.com/name/nm0719637/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0719637/awards?ref_=nm_ql_2
533	" Joseph Gordon-Levitt
"	1981-2-17	Los Angeles, California, USA	['Inception', 'Looper', 'Don Jon', '50/50']	21	65	https://www.imdb.com/name/nm0330687/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0330687/awards?ref_=nm_ql_2
534	" Jake Gyllenhaal
"	1980-12-19	Los Angeles, California, USA	['Nightcrawler', 'Brokeback Mountain', 'Prisoners', 'Donnie Darko']	36	97	https://www.imdb.com/name/nm0350453/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0350453/awards?ref_=nm_ql_2
535	" Lorenza Izzo
"	1989-9-19	Las Condes, Santiago, Región Metropolitana, Chile	['The House with a Clock in Its Walls', 'Life Itself', 'Feed the Beast', 'Sex Ed']	0	1	https://www.imdb.com/name/nm4448022/?ref_=adv_li_st_0	https://www.imdb.com/name/nm4448022/awards?ref_=nm_ql_2
536	" Harrison Ford
(I)
"	1942-7-13	Chicago, Illinois, USA	['Raiders of the Lost Ark', 'The Fugitive', 'Witness', 'Air Force One']	41	40	https://www.imdb.com/name/nm0000148/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000148/awards?ref_=nm_ql_2
537	" Miles Teller
"	1987-2-20	Downingtown, Pennsylvania, USA	['Fantastic Four', 'The Spectacular Now', 'Whiplash', 'Insurgent']	4	22	https://www.imdb.com/name/nm1886602/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1886602/awards?ref_=nm_ql_2
538	" Aaron Taylor-Johnson
"	1990-6-13	High Wycombe, Buckinghamshire, England, UK	['Kick-Ass', 'Nocturnal Animals', 'Nowhere Boy', 'Godzilla']	4	17	https://www.imdb.com/name/nm1093951/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1093951/awards?ref_=nm_ql_2
539	" Mark Wahlberg
(I)
"	1971-6-5	Dorchester, Boston, Massachusetts, USA	['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']	21	71	https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
540	" Sean Penn
(I)
"	1960-8-17	Santa Monica, California, USA	['Mystic River', 'Milk', '21 Grams', 'Dead Man Walking']	73	106	https://www.imdb.com/name/nm0000576/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000576/awards?ref_=nm_ql_2
541	" Mark Wahlberg
(I)
"	1971-6-5	Dorchester, Boston, Massachusetts, USA	['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']	21	71	https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
542	" Simon Pegg
"	1970-2-14	Gloucester, Gloucestershire, England, UK	"['Shaun of the Dead', ""The World's End"", 'Hot Fuzz', 'Star Trek']"	10	21	https://www.imdb.com/name/nm0670408/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0670408/awards?ref_=nm_ql_2
543	" Idris Elba
"	1972-9-6	Hackney, London, England, UK	['Beasts of No Nation', 'Thor: Ragnarok', 'The Losers', 'Star Trek Beyond']	26	84	https://www.imdb.com/name/nm0252961/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0252961/awards?ref_=nm_ql_2
544	" Bradley Cooper
(I)
"	1975-1-5	Philadelphia, Pennsylvania, USA	['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']	47	162	https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
545	" Vin Diesel
"	1967-7-18	Alameda County, California, USA	['Guardians of the Galaxy', 'The Fast and the Furious', 'Furious 7', 'xXx']	8	33	https://www.imdb.com/name/nm0004874/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0004874/awards?ref_=nm_ql_2
546	" Hugh Jackman
"	1968-10-12	Sydney, New South Wales, Australia	['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']	29	89	https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
547	" Josh Brolin
"	1968-2-12	Santa Monica, California, USA	['No Country for Old Men', 'Avengers: Infinity War', 'Inherent Vice', 'Milk']	16	52	https://www.imdb.com/name/nm0000982/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000982/awards?ref_=nm_ql_2
548	" James Franco
"	1978-4-19	Palo Alto, California, USA	['127 Hours', 'Spring Breakers', 'The Disaster Artist', 'Pineapple Express']	47	134	https://www.imdb.com/name/nm0290556/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0290556/awards?ref_=nm_ql_2
549	" Charlotte Gainsbourg
"	1971-7-21	London, England, UK	['Antichrist', 'Melancholia', 'Nymphomaniac: Vol. II', 'Nymphomaniac: Vol. I']	14	33	https://www.imdb.com/name/nm0001250/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001250/awards?ref_=nm_ql_2
550	" Matt Damon
"	1970-10-8	Boston, Massachusetts, USA	['Good Will Hunting', 'The Martian', 'The Departed', 'The Talented Mr. Ripley']	36	142	https://www.imdb.com/name/nm0000354/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000354/awards?ref_=nm_ql_2
518	" Scarlett Johansson
"	1984-11-22	New York City, New York, USA	['Lost in Translation', 'Her', 'The Avengers', 'Under the Skin']	40	142	https://www.imdb.com/name/nm0424060/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0424060/awards?ref_=nm_ql_2
519	" Tom Cruise
"	1962-7-3	Syracuse, New York, USA	['Top Gun', 'The Last Samurai', 'Jerry Maguire', 'Minority Report']	52	81	https://www.imdb.com/name/nm0000129/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000129/awards?ref_=nm_ql_2
520	" James Franco
"	1978-4-19	Palo Alto, California, USA	['127 Hours', 'Spring Breakers', 'The Disaster Artist', 'Pineapple Express']	47	134	https://www.imdb.com/name/nm0290556/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0290556/awards?ref_=nm_ql_2
521	" Jesse Eisenberg
"	1983-10-5	New York City, New York, USA	['The Social Network', 'Zombieland', 'The Double', 'Batman v Superman: Dawn of Justice']	21	57	https://www.imdb.com/name/nm0251986/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0251986/awards?ref_=nm_ql_2
522	" Chris Evans
(V)
"	1981-6-13	Boston, Massachusetts, USA	['The Avengers', 'Captain America: The First Avenger', 'Captain America: Civil War', 'Captain America: The Winter Soldier']	6	37	https://www.imdb.com/name/nm0262635/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0262635/awards?ref_=nm_ql_2
523	" Ethan Hawke
"	1970-11-6	Austin, Texas, USA	['Training Day', 'Before Sunrise', 'Before Midnight', 'Before Sunset']	61	143	https://www.imdb.com/name/nm0000160/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000160/awards?ref_=nm_ql_2
524	" Brad Pitt
"	1963-12-18	Shawnee, Oklahoma, USA	['Mr. & Mrs. Smith', 'Moneyball', 'Twelve Monkeys', 'Inglourious Basterds']	67	152	https://www.imdb.com/name/nm0000093/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000093/awards?ref_=nm_ql_2
525	" Daniel Brühl
"	1978-6-16	Barcelona, Barcelona, Catalonia, Spain	['Good Bye Lenin!', 'Rush', 'Inglourious Basterds', 'Captain America: Civil War']	23	29	https://www.imdb.com/name/nm0117709/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0117709/awards?ref_=nm_ql_2
526	" Domhnall Gleeson
"	1983-5-12	Dublin, Ireland	['Ex Machina', 'Frank', 'About Time', 'Anna Karenina']	5	11	https://www.imdb.com/name/nm1727304/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1727304/awards?ref_=nm_ql_2
527	" Vin Diesel
"	1967-7-18	Alameda County, California, USA	['Guardians of the Galaxy', 'The Fast and the Furious', 'Furious 7', 'xXx']	8	33	https://www.imdb.com/name/nm0004874/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0004874/awards?ref_=nm_ql_2
528	" Sandra Bullock
"	1964-7-26	Arlington, Virginia, USA	['The Proposal', 'Miss Congeniality', 'Gravity', 'Speed']	76	112	https://www.imdb.com/name/nm0000113/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000113/awards?ref_=nm_ql_2
529	" Matthew McConaughey
"	1969-11-4	Uvalde, Texas, USA	['Dallas Buyers Club', 'Magic Mike', 'Killer Joe', 'Mud']	48	79	https://www.imdb.com/name/nm0000190/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000190/awards?ref_=nm_ql_2
530	" Jennifer Lawrence
(III)
"	1990-8-15	Louisville, Kentucky, USA	['The Hunger Games', 'Silver Linings Playbook', 'American Hustle', 'X: First Class']	118	177	https://www.imdb.com/name/nm2225369/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2225369/awards?ref_=nm_ql_2
531	" Ian McKellen
"	1939-5-25	Burnley, Lancashire, England, UK	['The Lord of the Rings: The Fellowship of the Ring', 'The Lord of the Rings: The Return of the King', 'Gods and Monsters', 'The Lord of the Rings: The Two Towers']	50	58	https://www.imdb.com/name/nm0005212/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005212/awards?ref_=nm_ql_2
532	" Jeremy Renner
"	1971-1-7	Modesto, California, USA	['The Hurt Locker', 'The Town', 'The Avengers', 'Wind River']	34	59	https://www.imdb.com/name/nm0719637/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0719637/awards?ref_=nm_ql_2
533	" Joseph Gordon-Levitt
"	1981-2-17	Los Angeles, California, USA	['Inception', 'Looper', 'Don Jon', '50/50']	21	65	https://www.imdb.com/name/nm0330687/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0330687/awards?ref_=nm_ql_2
534	" Jake Gyllenhaal
"	1980-12-19	Los Angeles, California, USA	['Nightcrawler', 'Brokeback Mountain', 'Prisoners', 'Donnie Darko']	36	97	https://www.imdb.com/name/nm0350453/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0350453/awards?ref_=nm_ql_2
535	" Lorenza Izzo
"	1989-9-19	Las Condes, Santiago, Región Metropolitana, Chile	['The House with a Clock in Its Walls', 'Life Itself', 'Feed the Beast', 'Sex Ed']	0	1	https://www.imdb.com/name/nm4448022/?ref_=adv_li_st_0	https://www.imdb.com/name/nm4448022/awards?ref_=nm_ql_2
536	" Harrison Ford
(I)
"	1942-7-13	Chicago, Illinois, USA	['Raiders of the Lost Ark', 'The Fugitive', 'Witness', 'Air Force One']	41	40	https://www.imdb.com/name/nm0000148/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000148/awards?ref_=nm_ql_2
537	" Miles Teller
"	1987-2-20	Downingtown, Pennsylvania, USA	['Fantastic Four', 'The Spectacular Now', 'Whiplash', 'Insurgent']	4	22	https://www.imdb.com/name/nm1886602/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1886602/awards?ref_=nm_ql_2
538	" Aaron Taylor-Johnson
"	1990-6-13	High Wycombe, Buckinghamshire, England, UK	['Kick-Ass', 'Nocturnal Animals', 'Nowhere Boy', 'Godzilla']	4	17	https://www.imdb.com/name/nm1093951/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1093951/awards?ref_=nm_ql_2
539	" Mark Wahlberg
(I)
"	1971-6-5	Dorchester, Boston, Massachusetts, USA	['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']	21	71	https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
540	" Sean Penn
(I)
"	1960-8-17	Santa Monica, California, USA	['Mystic River', 'Milk', '21 Grams', 'Dead Man Walking']	73	106	https://www.imdb.com/name/nm0000576/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000576/awards?ref_=nm_ql_2
541	" Mark Wahlberg
(I)
"	1971-6-5	Dorchester, Boston, Massachusetts, USA	['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']	21	71	https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
542	" Simon Pegg
"	1970-2-14	Gloucester, Gloucestershire, England, UK	"['Shaun of the Dead', ""The World's End"", 'Hot Fuzz', 'Star Trek']"	10	21	https://www.imdb.com/name/nm0670408/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0670408/awards?ref_=nm_ql_2
543	" Idris Elba
"	1972-9-6	Hackney, London, England, UK	['Beasts of No Nation', 'Thor: Ragnarok', 'The Losers', 'Star Trek Beyond']	26	84	https://www.imdb.com/name/nm0252961/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0252961/awards?ref_=nm_ql_2
544	" Bradley Cooper
(I)
"	1975-1-5	Philadelphia, Pennsylvania, USA	['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']	47	162	https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
545	" Vin Diesel
"	1967-7-18	Alameda County, California, USA	['Guardians of the Galaxy', 'The Fast and the Furious', 'Furious 7', 'xXx']	8	33	https://www.imdb.com/name/nm0004874/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0004874/awards?ref_=nm_ql_2
546	" Hugh Jackman
"	1968-10-12	Sydney, New South Wales, Australia	['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']	29	89	https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
547	" Josh Brolin
"	1968-2-12	Santa Monica, California, USA	['No Country for Old Men', 'Avengers: Infinity War', 'Inherent Vice', 'Milk']	16	52	https://www.imdb.com/name/nm0000982/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000982/awards?ref_=nm_ql_2
548	" James Franco
"	1978-4-19	Palo Alto, California, USA	['127 Hours', 'Spring Breakers', 'The Disaster Artist', 'Pineapple Express']	47	134	https://www.imdb.com/name/nm0290556/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0290556/awards?ref_=nm_ql_2
549	" Charlotte Gainsbourg
"	1971-7-21	London, England, UK	['Antichrist', 'Melancholia', 'Nymphomaniac: Vol. II', 'Nymphomaniac: Vol. I']	14	33	https://www.imdb.com/name/nm0001250/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001250/awards?ref_=nm_ql_2
550	" Matt Damon
"	1970-10-8	Boston, Massachusetts, USA	['Good Will Hunting', 'The Martian', 'The Departed', 'The Talented Mr. Ripley']	36	142	https://www.imdb.com/name/nm0000354/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000354/awards?ref_=nm_ql_2
551	" James McAvoy
"	1979-4-21	Glasgow, Scotland, UK	['Atonement', 'Filth', 'Split', 'The Last King of Scotland']	17	32	https://www.imdb.com/name/nm0564215/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0564215/awards?ref_=nm_ql_2
552	" Brie Larson
"	1989-10-1	Sacramento, California, USA	['Room', 'Short Term 12', 'The Spectacular Now', 'Kong: Skull Island']	60	53	https://www.imdb.com/name/nm0488953/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0488953/awards?ref_=nm_ql_2
553	" Jane Levy
(II)
"	1989-12-29	Los Angeles County, California, USA	"['Evil Dead', 'Suburgatory', ""Don't Breathe""]"	0	2	https://www.imdb.com/name/nm3994408/?ref_=adv_li_st_0	https://www.imdb.com/name/nm3994408/awards?ref_=nm_ql_2
554	" Alexandra Daddario
"	1986-3-16	New York City, New York, USA	['Baywatch', 'Texas Chainsaw 3D', 'Percy Jackson & the Olympians: The Lightning Thief', 'Percy Jackson: Sea of Monsters']	1	5	https://www.imdb.com/name/nm1275259/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1275259/awards?ref_=nm_ql_2
555	" Tom Hanks
"	1956-7-9	Concord, California, USA	['Cast Away', 'Forrest Gump', 'Saving Private Ryan', 'Big']	84	151	https://www.imdb.com/name/nm0000158/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000158/awards?ref_=nm_ql_2
556	" Chris Pine
(I)
"	1980-8-26	Los Angeles, California, USA	['Star Trek', 'Wonder Woman', 'Star Trek Beyond', 'Star Trek Into Darkness']	7	30	https://www.imdb.com/name/nm1517976/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1517976/awards?ref_=nm_ql_2
557	" Jason Statham
"	1967-7-26	Shirebrook, Derbyshire, England, UK	['Crank', 'Furious 7', 'Spy', 'The Meg']	1	3	https://www.imdb.com/name/nm0005458/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0005458/awards?ref_=nm_ql_2
558	" Emma Stone
(III)
"	1988-11-6	Scottsdale, Arizona, USA	['La La Land', 'Easy A', 'The Help', 'Birdman or (The Unexpected Virtue of Ignorance)']	68	157	https://www.imdb.com/name/nm1297015/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1297015/awards?ref_=nm_ql_2
559	" Chloë Grace Moretz
"	1997-2-10	Atlanta, Georgia, USA	['Let Me In', 'Kick-Ass', 'The 5th Wave', 'Carrie']	28	41	https://www.imdb.com/name/nm1631269/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1631269/awards?ref_=nm_ql_2
560	" Alice Englert
"	1994-6-15	Sydney, Australia	['Beautiful Creatures', 'The Boyfriend Game', 'Ginger & Rosa', 'The Lovers']	2	5	https://www.imdb.com/name/nm2129444/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2129444/awards?ref_=nm_ql_2
561	" Ben Stiller
"	1965-11-30	New York City, New York, USA	"['Tropic Thunder', 'Zoolander', 'The Secret Life of Walter Mitty', ""There's Something About Mary""]"	14	58	https://www.imdb.com/name/nm0001774/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001774/awards?ref_=nm_ql_2
562	" Channing Tatum
"	1980-4-26	Cullman, Alabama, USA	['21 Jump Street', 'White House Down', '22 Jump Street', 'Foxcatcher']	21	57	https://www.imdb.com/name/nm1475594/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1475594/awards?ref_=nm_ql_2
563	" Jessica Chastain
"	1977-3-24	Sacramento, California, USA	"['Zero Dark Thirty', 'The Tree of Life', 'Interstellar', ""Molly's Game""]"	79	112	https://www.imdb.com/name/nm1567113/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1567113/awards?ref_=nm_ql_2
564	" Bruce Dern
"	1936-6-4	Chicago, Illinois, USA	"['Nebraska', 'The Hateful Eight', ""The 'Burbs"", 'Django Unchained']"	15	35	https://www.imdb.com/name/nm0001136/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0001136/awards?ref_=nm_ql_2
565	" Emily Baldoni
"	1984-8-3	Uppsala, Uppsala län, Sweden	['Coherence', 'Ghosts of Girlfriends Past', 'Snapshots', 'The Lost Tribe']	1	1	https://www.imdb.com/name/nm2032150/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2032150/awards?ref_=nm_ql_2
566	" Nicholas Hoult
"	1989-12-7	Wokingham, Berkshire, England, UK	['Mad Max: Fury Road', 'About a Boy', 'Warm Bodies', 'X-Men: Days of Future Past']	10	13	https://www.imdb.com/name/nm0396558/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0396558/awards?ref_=nm_ql_2
567	" Tom Hardy
(I)
"	1977-9-15	Hammersmith, London, England, UK	['Inception', 'The Dark Knight Rises', 'Locke', 'Mad Max: Fury Road']	17	78	https://www.imdb.com/name/nm0362766/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0362766/awards?ref_=nm_ql_2
568	" Dwayne Johnson
(I)
"	1972-5-2	Hayward, California, USA	['Jumanji: Welcome to the Jungle', 'Journey 2: The Mysterious Island', 'Moana', 'G.I. Joe: Retaliation']	12	56	https://www.imdb.com/name/nm0425005/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0425005/awards?ref_=nm_ql_2
569	" Johnny Depp
"	1963-6-9	Owensboro, Kentucky, USA	"['Pirates of the Caribbean: The Curse of the Black Pearl', 'Sweeney Todd: The Demon Barber of Fleet Street', ""Pirates of the Caribbean: At World's End"", ""Pirates of the Caribbean: Dead Man's Chest""]"	75	145	https://www.imdb.com/name/nm0000136/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000136/awards?ref_=nm_ql_2
570	" Brit Marling
"	1982-8-7	Chicago, Illinois, USA	['Another Earth', 'The East', 'The OA', 'Sound of My Voice']	4	13	https://www.imdb.com/name/nm1779870/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1779870/awards?ref_=nm_ql_2
571	" Julianne Hough
"	1988-7-20	Salt Lake City, Utah, USA	['Rock of Ages', 'Safe Haven', 'Footloose', 'Dirty Grandpa']	3	8	https://www.imdb.com/name/nm2584600/?ref_=adv_li_st_0	https://www.imdb.com/name/nm2584600/awards?ref_=nm_ql_2
572	" Oscar Isaac
"	1979-3-9	Guatemala City, Guatemala	['Ex Machina', 'Inside Llewyn Davis', 'A Most Violent Year', 'Star Wars: Episode VIII - The Last Jedi']	21	49	https://www.imdb.com/name/nm1209966/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1209966/awards?ref_=nm_ql_2
573	" Steve Carell
"	1962-8-16	Concord, Massachusetts, USA	['The Office', 'The 40 Year Old Virgin', 'Foxcatcher', 'Little Miss Sunshine']	33	130	https://www.imdb.com/name/nm0136797/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0136797/awards?ref_=nm_ql_2
574	" Cate Blanchett
"	1969-5-14	Melbourne, Victoria, Australia	['Carol', 'Elizabeth', 'Blue Jasmine', 'The Aviator']	152	185	https://www.imdb.com/name/nm0000949/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0000949/awards?ref_=nm_ql_2
575	" Saoirse Ronan
"	1994-4-12	The Bronx, New York City, New York, USA	['Hanna', 'Brooklyn', 'Atonement', 'The Lovely Bones']	63	140	https://www.imdb.com/name/nm1519680/?ref_=adv_li_st_0	https://www.imdb.com/name/nm1519680/awards?ref_=nm_ql_2
576	" Steve Carell
"	1962-8-16	Concord, Massachusetts, USA	['The Office', 'The 40 Year Old Virgin', 'Foxcatcher', 'Little Miss Sunshine']	33	130	https://www.imdb.com/name/nm0136797/?ref_=adv_li_st_0	https://www.imdb.com/name/nm0136797/awards?ref_=nm_ql_2
